company_codes,desc,industry_codes,publication_date,region_codes,title
",onlnfr,onlnfr,","The introduction of Facebook, Twitter, and other social networks and online video-streaming sites has revolutionized the concept of “breaking news” and information distribution.

Using the highly visual and instantaneous new media can allow something to spread faster than the proverbial wildfire, creating a borderless, 24-hour wellspring of data that simultaneously attracts millions of eyeballs across the world.",",isocial,iint,imed,",1310774400000,",taiwan,usa,apacz,asiaz,chinaz,devgcoz,easiaz,namz,",[Editorial] Social networks for Taiwan’s presidential poll
",onlnfr,onlnfr,","Two teenage girls launched a violent robbery on a 14-year-old following a row over something written on Facebook.

Shantel Garrity, 18, and a 17-year-old pal punched and kicked the young victim before taking her mobile phone.",",iint,imed,isocial,",1286928000000,",uk,eecz,eurz,weurz,",Teenager jailed after Facebook spat leads to violent robbery
",onlnfr,","A strange thing happened on the way to the latest digital music revolution.

 ",",isocial,iint,imed,",1310688000000,",usa,namz,",Turntable.fm Meets Demand for Streaming Internet Radio
",yoinco,onlnfr,goog,","The 2008 general election was the first NZ election to see any significant online advertising spend, however it was still thought to be fairly lame by international comparisons in terms of its online component.

In the contemporaneous 2008 US presidential race Barack Obama rewrote the online campaign rule book. He used online media not only to mobilise a virtual army of campaigners, but also to raise millions of dollars directly from the public.",",isocial,iint,imed,",1312156800000,",nz,apacz,ausnz,",Interactive : Election 2011 Send in the Twitterati
",onlnfr,onlnfr,","By Targeted News Service

ALEXANDRIA, Va., June 30 -- Facebook, Palo Alto, Calif., has been assigned a patent (7,970,657) developed by Jared Morgenstern, Menlo Park, Calif., for ""giving gifts and displaying assets in a social network environment.""",",iint,imed,isocial,",1309392000000,",usa,usca,namz,usw,",Facebook Assigned Patent
",onlnfr,onlnfr,","September 15, 2010 (Sampurn Wire): Bollywood director and screenwriter Anurag Kashyap has been upset with the fake accounts of him on Twitter as well as on Facebook. An imposter has opened accounts by his name and has also opened an account by the name of his next movie That Girl In Yellow Boots.

The imposter is continuously interacting with many acquaintances of Anurag's by using these fake accounts. This has irritated the director very much and he wants track down the imposter with the support from cyber police.",",iint,imed,isocial,",1284508800000,",india,asiaz,bric,devgcoz,dvpcoz,indsubz,sasiaz,","Anurag Kashyap Upset With Fake Accounts In Twitter, Facebook"
",onlnfr,onlnfr,","KATHMANDU, May 10 -- ""Freedom is so precious"". This was the facebook status of former Finance Secretary Rameshwor Prasad Khanal right after his resignation from his high-profile government post, in the last week of March.

Different media reported that Khanal resigned without any official confirmation. The speculation, after reading his facebook status, came true in the case. Dozens of respondents requested Khanal to rejoin whereas several others commented it was a historical step on his part against corrupt politicians. Khanal's case is not an isolated example.",",iint,imed,isocial,",1304985600000,",nepal,asiaz,casiaz,dvpcoz,",Facebook status of bigwigs source of information
",goog,onlnfr,twnit,","News | Social networking is making a mockery of celebrity super-injunctions

As the late Frankie Howard didn't quite say: Twitter ye not. Or at least, don't use the Twitter networking website to out sundry sportsmen and show-business types who have taken out so-called super-injunctions banning all public mention of their extra-marital affairs. The person who posted these names on his Twitter account yesterday - whether inaccurately or not - is clearly in contempt of court, and therefore liable to a substantial fine.",",iint,imed,isocial,",1304985600000,",uk,eecz,eurz,weurz,","In the Twitter era, privacy is finished"
",onlnfr,onlnfr,","Poking a police officer may have brought a severe ticking off from Devon and Cornwall Police before the advent of the internet. However, thanks to social networking site Facebook, ""friends"" of PC Glyn Clark and PCSO Simon Barrett are able to do just that without fear of reprimand.

The officers, based at Barnstaple Police Station, have turned to Facebook in an effort to engage with hard-to-reach members of society.",",iint,imed,isocial,",1280707200000,",eland,eecz,eurz,uk,weurz,",Officers among first to use Facebook for work
",goog,onlnfr,onlnfr,","In light of the Facebook IPO and Facebook's plans to sell premium inventory [http://allfacebook.com/premium-ads-power-editor-api_b89851]via API, it's worth pausing to take stock of Facebook metrics. It turns out, the metrics on Facebook are an example of a wider growing phenomenon in digital media: the metrics of silos. Let's start with Facebook -- and, for expediency, let's start with The New York Times' [http://dealbook.nytimes.com/2012/05/16/ahead-of-facebook-i-p-o-a-skeptical-madison-ave/]nice rundown on the challenges advertisers face on making use of Facebook. I'll point to three quotes from the piece that highlight critical differences for the metrics crowd: 1) Facebook ads are different from standard ads. As Darren Herman, chief digital media officer at the Media Kitchen, opines in the Times piece: ""Facebook's a silo...",",iint,imed,isocial,",1338996190000,",usa,namz,",The Metrics Lesson Of Facebook? Walled Gardens Are The Future
",flpbri,onlnfr,yoinco,","Advisors keep buzzing about the best mobile apps and social media sites, despite their uncertainty about how to navigate compliance issues.

As of 2011, 16% of advisors said they use social media to boost their businesses while another 31% said they don’t now but do plan to use it, according to a recent  AdvisorBenchmarking report.",",isocial,iint,imed,",1334534400000,",usa,namz,",Top 10 Mobile Apps for Financial Advisors
",onlnfr,onlnfr,","
BETHESDA, Md.--(BUSINESS WIRE)--May 16, 2012-- 

Calvert Investments was ranked among the ""Top Social Media Leaders in 2012"" according to kasina, a financial services consulting firm. Calvert ranked number five out of fifty-three asset management and insurance firms for its promotional use of Facebook. kasina used a three-tier methodology that ranked firms based on content, branding, interactivity, and usability on each social platform.",",iint,imed,isocial,",1337196660000,",usa,namz,",kasina Ranks Calvert Investments Among Top Five Social Media Leaders of 2012
",onlnfr,twnit,","In the end, a 140-character limit was too restrictive for President Obama, whose answers at the first-ever presidential Twitter town hall yesterday greatly exceeded his message box.

""I know on Twitter I am supposed to be short,"" Obama said yesterday, holding forth just a little longer on higher education.",",isocial,iint,imed,",1309996800000,",usa,namz,",Obama in character (but over 140) at Twitter forum
",twnit,onlnfr,bkht,","Content based Twitter Feeds Provide Added Visibility to Press Release Content, Contribute to Improved SEO and Sharing


NEW YORK--(BUSINESS WIRE)--January 27, 2011-- ",",iint,imed,isocial,",1296145500000,,CORRECTING AND REPLACING: Business Wire Press Releases Tweeted in 51 Vertical Market Twitter Feeds
",twnit,","TweetDeck, popular third-party client for the microblogging service Twitter, has reportedly been acquired by Twitter in a deal worth more than $40 million.

On Tuesday, CNN Money reported that the acquisition deal was signed on Monday, but none of the two sides announced the deal yet.",",iint,imed,isocial,",1306281600000,",india,asiaz,bric,devgcoz,dvpcoz,indsubz,sasiaz,",Twitter buys TweetDeck for $40M in stock and cash: rumours
",twnit,","Any disgruntled Wolverhampton Wanderers player on Twitter might want to think twice before expressing their inner thoughts next season after Mick McCarthy stated his intention to clamp down on the social networking site that he fears will be used by a ""disgruntled numpty"" within his squad to reveal his starting line-up.

With comments that were often amusing but carried a serious undertone, the Wolves manager revealed he had become so concerned about the potential pitfalls of Twitter that he had decided to bring in a media law firm to brief his first-team and the club's academy players about the perils of posting messages and pictures that could come back to haunt them.",",iint,imed,isocial,",1311638400000,",uk,eecz,eurz,weurz,",McCarthy lays down the law to his players about 'twits who tweet'
